puntos_historicos;fecha_afiliacion;uni;genero;nacimiento;hora_afiliacion;dia_afiliacion;puntos_gastados;shares_totales;categoria_dominante;recruitments;concursos_participados;premios_canjeados;tickets_canjeados;difference_last_and_first_share;difference_last_raffle_first_share;edad;shares_frequency;quality;quality_id;sistema_registro;densidad_videos;calidad_videos;densidad_concursos;densidad_videos_semanas_registro
96;2013-10-15;NA;NA;NA;16;Martes;0;1;MISC;0;0;0;0;0;-1;25;0;Not captured;1;Physical campaign: fair;Low;Somewhat Low;Low;Somewhat High
32;2013-10-15;NA;M;NA;16;Martes;0;7;DEPORTES;0;0;0;0;48;-1;29;6.85714285714286;Weekly, for a month;6;Facebook campaign;Somewhat Low;Somewhat High;Low;High
25503;2013-10-15;Pontificia Universidad Cat;F;1994-05-22;16;Martes;3500;40;CINE;0;6;0;14;206;206;29;5.15;Weekly, constant;7;Facebook campaign;High;Regular;High;High
3314;2013-10-15;NA;F;1994-08-03;16;Martes;1000;4;VIDEOJUEGOS;0;2;0;5;3;29;21;0.75;Lost;2;Recruited;Somewhat High;Low;High;High
2167;2013-10-15;NA;M;1999-11-03;17;Martes;2050;21;VIAJES;0;3;0;3;256;243;16;12.1904761904762;Lost;2;Recruited;Somewhat High;Low;Somewhat High;Low
3202;2013-10-15;Universidad Aut;F;1992-01-24;17;Martes;2850;10;MISC;0;2;0;9;142;142;24;14.2;Lost;2;Recruited;High;Low;Somewhat High;Somewhat Low
2112;2013-10-15;Universidad de Valpara;F;1986-05-01;17;Martes;1800;12;MISC;0;3;0;4;8;7;22;0.666666666666667;Daily, for a week;4;Through video display;High;Somewhat High;Low;High
2854;2013-10-15;NA;M;NA;17;Martes;1850;14;CINE;0;3;0;3;176;125;31;12.5714285714286;Lost;2;Recruited;Somewhat Low;Low;Low;Somewhat High
0;2013-10-15;NA;M;NA;18;Martes;0;0;NA;0;0;0;0;-1;-1;25;0;Not interested/Didn't get it;0;Through video display;Regular;Somewhat Low;Somewhat Low;High
0;2013-10-15;NA;NA;NA;18;Martes;0;4;MISC;0;0;0;0;0;-1;33;0;Not captured;1;Physical campaign: flyers;Low;Low;Low;Somewhat Low
5033;2013-10-15;Universidad de Talca;M;1994-10-26;18;Martes;4900;16;DEPORTES;0;4;0;11;134;131;21;8.375;Lost;2;Recruited;High;Low;Low;Somewhat Low
0;2013-10-15;NA;M;NA;19;Martes;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Through video display;High;Somewhat High;Regular;Low
448;2013-10-15;NA;NA;NA;19;Martes;0;7;CINE;0;0;0;0;0;-1;22;0;Not captured;1;Physical campaign: flyers;Somewhat Low;Low;Somewhat Low;Somewhat High
0;2013-10-15;NA;NA;NA;19;Martes;0;3;VIDEOJUEGOS;0;0;0;0;0;-1;24;0;Not captured;1;Physical campaign: flyers;Somewhat Low;Somewhat Low;Low;Regular
6315;2013-10-15;Universidad del Desarrollo;F;1983-07-13;19;Martes;4000;11;VIDEOJUEGOS;0;2;0;4;85;85;32;7.72727272727273;Lost;2;Recruited;Regular;Low;High;Somewhat High
864;2013-10-15;Pontificia Universidad Cat;M;NA;19;Martes;0;4;DEPORTES;0;0;0;0;4;-1;27;1;Lost;2;Recruited;Somewhat High;Low;Somewhat High;Somewhat Low
4831;2013-10-15;Universidad del Desarrollo;F;1990-04-10;20;Martes;900;10;CINE;0;2;0;2;26;3;25;2.6;Lost;2;Recruited;High;Low;Somewhat Low;Somewhat High
3123;2013-10-15;Universidad del Desarrollo;F;1990-09-07;20;Martes;2750;10;CINE;0;4;0;7;30;29;24;3;Weekly, for a month;6;Physical campaign: flyers;Somewhat High;Somewhat Low;Low;High
3369;2013-10-15;Universidad T;F;1930-01-23;20;Martes;0;17;DEPORTES;0;0;0;0;8;-1;23;0.470588235294118;Daily, for a week;4;Physical campaign: flyers;Somewhat Low;Somewhat High;Somewhat Low;Somewhat High
0;2013-10-16;NA;NA;NA;21;Martes;0;0;NA;0;0;0;0;-1;-1;24;0;Not interested/Didn't get it;0;Normal sign in;High;Somewhat Low;Somewhat Low;Somewhat Low
0;2013-10-16;NA;NA;NA;21;Martes;0;3;MISC;0;0;0;0;0;-1;22;0;Not captured;1;Through video display;Somewhat Low;Somewhat Low;Low;High
600;2013-10-16;Universidad T;F;NA;21;Martes;0;0;NA;0;0;0;0;-1;-1;26;0;Not interested/Didn't get it;0;Facebook campaign;Somewhat Low;Regular;Regular;Regular
0;2013-10-16;NA;NA;NA;22;Martes;0;0;NA;0;0;0;0;-1;-1;24;0;Not interested/Didn't get it;0;Through video display;Somewhat High;Low;Low;High
744;2013-10-16;Universidad T;M;NA;22;Martes;0;2;VIDEOJUEGOS;0;0;0;0;0;-1;21;0;Not captured;1;Recruited;Low;Somewhat High;Low;High
192;2013-10-16;NA;M;NA;23;Martes;0;1;VIDEOJUEGOS;0;0;0;0;0;-1;37;0;Not captured;1;Facebook campaign;Low;Somewhat Low;Low;High
600;2013-10-16;Universidad T;F;1993-07-08;23;Martes;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Through video display;Regular;Regular;Somewhat Low;Somewhat High
600;2013-10-16;Universidad T;NA;NA;23;Martes;0;0;NA;0;0;0;0;-1;-1;24;0;Not interested/Didn't get it;0;Through video display;Low;Regular;Regular;High
0;2013-10-16;NA;NA;NA;23;Martes;0;2;MISC;0;0;0;0;0;-1;20;0;Not captured;1;Through video display;Low;Somewhat Low;Low;Low
160;2013-10-16;NA;M;NA;1;Miercoles;0;3;VIDEOJUEGOS;0;0;0;0;0;-1;22;0;Not captured;1;Physical campaign: flyers;Low;Regular;Low;Somewhat Low
600;2013-10-16;Universidad T;F;NA;2;Miercoles;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Through video display;Low;Low;Somewhat High;High
300;2013-10-16;Universidad Adolfo Ib;F;1992-05-18;10;Miercoles;300;0;NA;0;2;0;4;-1;-1;23;0;Not interested/Didn't get it;0;Normal sign in;High;Low;High;Somewhat Low
104451;2013-10-16;Universidad Nacional Andr;M;1986-05-18;11;Miercoles;103000;64;VIAJES;0;4;1;83;40;39;24;0.625;Daily, for a month;3;Physical campaign: flyers;Somewhat Low;Low;Regular;High
0;2013-10-16;NA;NA;NA;11;Miercoles;0;3;CINE;0;0;0;0;0;-1;22;0;Not captured;1;Through video display;Low;Regular;Somewhat Low;Somewhat High
738;2013-10-16;Universidad de Las Am;F;1988-03-19;11;Miercoles;350;1;MISC;0;1;0;2;0;-1;28;0;Not captured;1;Normal sign in;Low;Low;Low;Somewhat Low
736;2013-10-16;NA;NA;NA;11;Miercoles;0;5;VIDEOJUEGOS;0;0;0;0;0;-1;23;0;Not captured;1;Through video display;Somewhat Low;Low;Low;Low
160;2013-10-16;NA;NA;NA;11;Miercoles;0;3;MISC;0;0;0;0;0;-1;21;0;Not captured;1;Facebook campaign;Low;Somewhat Low;Low;Somewhat High
0;2013-10-16;Universidad Mayor;F;1980-07-09;18;Miercoles;0;2;MISC;0;0;0;0;0;-1;35;0;Not captured;1;Recruited;Low;Low;Low;Somewhat Low
3968;2013-10-16;Universidad T;M;1992-09-08;18;Miercoles;3800;14;CINE;0;3;0;7;37;37;25;2.64285714285714;Weekly, for a month;6;Through video display;High;Somewhat High;High;Somewhat High
0;2013-10-16;NA;NA;NA;19;Miercoles;0;4;MISC;0;0;0;0;0;-1;23;0;Not captured;1;Through video display;Low;Somewhat Low;Somewhat Low;High
0;2013-10-16;NA;M;NA;19;Miercoles;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Through video display;High;Somewhat Low;Low;Somewhat High
1113;2013-10-16;NA;NA;NA;20;Miercoles;500;7;MISC;0;1;0;1;29;28;22;4.14285714285714;Lost;2;Recruited;Low;Low;Somewhat Low;Somewhat High
5239;2013-10-17;Universidad del Desarrollo;F;1992-12-01;21;Miercoles;4950;13;CINE;0;3;0;14;21;21;23;1.61538461538462;Lost;2;Recruited;Somewhat High;Somewhat Low;Low;Somewhat Low
0;2013-10-17;NA;NA;NA;21;Miercoles;0;1;VIDEOJUEGOS;0;0;0;0;0;-1;25;0;Not captured;1;Facebook campaign;Low;Low;Low;Somewhat High
3111;2013-10-17;NA;NA;NA;21;Miercoles;1500;6;VIDEOJUEGOS;0;2;0;3;0;0;24;0;Not captured;1;Through video display;Low;Regular;Low;Low
131;2013-10-17;NA;NA;NA;21;Miercoles;0;2;MISC;0;0;0;0;0;-1;21;0;Not captured;1;Facebook campaign;Low;Regular;Low;Somewhat Low
2709;2013-10-17;NA;F;1994-05-04;22;Miercoles;2600;19;DEPORTES;0;3;0;8;0;0;21;0;Not captured;1;Through video display;Low;Low;Low;Somewhat Low
300;2013-10-17;Universidad T;NA;NA;22;Miercoles;0;1;NA;0;0;0;0;0;-1;22;0;Not captured;1;Facebook campaign;Low;Low;Low;Low
192;2013-10-17;Universidad del Pac;F;1991-09-14;23;Miercoles;0;3;MISC;0;0;0;0;41;-1;24;13.6666666666667;Lost;2;Recruited;Low;Low;Somewhat Low;High
376;2013-10-17;NA;M;NA;23;Miercoles;0;5;CINE;0;0;0;0;13;-1;22;2.6;Lost;2;Recruited;Regular;Low;Somewhat Low;Low
0;2013-10-17;NA;NA;NA;1;Jueves;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Through video display;Low;Somewhat Low;Low;Somewhat Low
3375;2013-10-17;Universidad Mayor;F;1989-10-20;9;Jueves;3200;9;CINE;0;5;0;7;96;96;26;10.6666666666667;Lost;2;Recruited;Somewhat High;Low;Somewhat Low;Somewhat High
0;2013-10-17;NA;NA;NA;9;Jueves;0;0;NA;0;0;0;0;-1;-1;25;0;Not interested/Didn't get it;0;Through video display;Somewhat High;Somewhat Low;Somewhat High;High
300;2013-10-17;Universidad T;NA;NA;13;Jueves;0;0;NA;0;0;0;0;-1;-1;24;0;Not interested/Didn't get it;0;Through video display;High;Somewhat High;Low;High
1500;2013-10-17;Universidad T;F;NA;13;Jueves;0;1;MISC;0;0;0;0;0;-1;23;0;Not captured;1;Physical campaign: fair;Low;Somewhat Low;Low;Low
146586;2013-10-17;NA;M;1996-09-14;15;Jueves;146550;10;CINE;0;3;1;13;3;-1;19;0.3;Lost;2;Recruited;Low;Low;Regular;High
906;2013-10-17;Universidad Tecnol;F;1991-03-08;16;Jueves;800;4;MISC;0;1;0;4;0;0;25;0;Not captured;1;Physical campaign: flyers;Low;Low;Low;Somewhat Low
0;2013-10-17;NA;NA;NA;16;Jueves;0;2;CINE;0;0;0;0;0;-1;25;0;Not captured;1;Normal sign in;Low;Somewhat Low;Low;Low
0;2013-10-17;NA;M;NA;16;Jueves;0;0;NA;0;0;0;0;-1;-1;40;0;Not interested/Didn't get it;0;Through video display;Somewhat Low;Regular;Somewhat High;High
160;2013-10-17;NA;F;NA;16;Jueves;0;1;CINE;0;0;0;0;0;-1;23;0;Not captured;1;Physical campaign: fair;Low;Somewhat Low;Low;Somewhat High
1832;2013-10-17;NA;F;NA;16;Jueves;500;6;CINE;0;1;0;1;1;0;22;0.166666666666667;Lost;2;Recruited;Regular;Low;High;Low
0;2013-10-17;NA;M;NA;16;Jueves;0;0;NA;0;0;0;0;-1;-1;16;0;Not interested/Didn't get it;0;Through video display;High;Low;High;High
8424;2013-10-17;Universidad de Chile;M;1990-01-01;16;Jueves;6800;3;VIDEOJUEGOS;0;1;1;1;1;1;26;0.333333333333333;Lost;2;Recruited;Low;Somewhat High;High;High
0;2013-10-17;NA;M;NA;16;Jueves;0;0;NA;0;0;0;0;-1;-1;21;0;Not interested/Didn't get it;0;Recruited;High;Somewhat Low;High;Somewhat High
300;2013-10-17;Pontificia Universidad Cat;NA;NA;16;Jueves;200;0;NA;0;1;0;1;-1;-1;25;0;Not interested/Didn't get it;0;Through video display;Somewhat High;Somewhat Low;Somewhat Low;Somewhat Low
0;2013-10-17;NA;F;NA;16;Jueves;0;0;NA;0;0;0;0;-1;-1;26;0;Not interested/Didn't get it;0;Through video display;Low;Somewhat Low;Somewhat Low;Somewhat Low
240;2013-10-17;NA;M;NA;16;Jueves;0;2;VIDEOJUEGOS;0;0;0;0;0;-1;24;0;Not captured;1;Facebook campaign;Somewhat Low;Low;Low;Low
0;2013-10-17;NA;NA;NA;16;Jueves;0;0;NA;0;0;0;0;-1;-1;23;0;Not interested/Didn't get it;0;Through video display;Low;Somewhat Low;Low;Low
5050;2013-10-17;NA;M;1990-11-18;17;Jueves;4950;9;DEPORTES;0;5;0;19;10;10;25;1.11111111111111;Lost;2;Recruited;High;Low;High;Somewhat Low
240;2013-10-17;NA;M;1995-05-03;17;Jueves;0;3;MISC;0;0;0;0;0;-1;20;0;Not captured;1;Physical campaign: fair;Low;Regular;Somewhat Low;High
96;2013-10-17;NA;M;NA;17;Jueves;0;1;NA;0;0;0;0;0;-1;38;0;Not captured;1;Through video display;Low;Somewhat Low;Low;Somewhat High
90;2013-10-17;NA;M;1988-06-03;19;Jueves;0;4;VIDEOJUEGOS;0;0;0;0;47;-1;27;11.75;Lost;2;Physical campaign: fair;Regular;Low;Low;Low
360;2013-10-17;NA;M;NA;19;Jueves;100;2;VIDEOJUEGOS;0;1;0;1;0;-1;25;0;Not captured;1;Through video display;Low;High;Somewhat Low;High
2230;2013-10-17;NA;M;1996-12-20;19;Jueves;0;11;DEPORTES;0;0;0;0;83;-1;19;7.54545454545455;Lost;2;Recruited;Regular;Low;Low;Regular
0;2013-10-18;NA;NA;NA;21;Jueves;0;1;VIDEOJUEGOS;0;0;0;0;0;-1;24;0;Not captured;1;Normal sign in;Low;Low;Low;Somewhat Low
1374;2013-10-18;NA;M;1986-04-16;21;Jueves;0;19;MISC;0;0;0;0;11;-1;21;0.578947368421053;Daily, for a week;4;Facebook campaign;Somewhat High;Low;Low;High
0;2013-10-18;NA;NA;NA;21;Jueves;0;2;MISC;0;0;0;0;0;-1;16;0;Not captured;1;Through video display;Somewhat Low;Somewhat Low;Low;Somewhat Low
0;2013-10-18;NA;NA;NA;12;Viernes;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Physical campaign: fair;High;Low;Somewhat High;High
0;2013-10-18;NA;NA;NA;13;Viernes;0;0;NA;0;0;0;0;-1;-1;24;0;Not interested/Didn't get it;0;Through video display;Somewhat Low;Somewhat Low;Low;Low
15981;2013-10-18;Universidad Tecnol;M;1989-05-19;14;Viernes;4800;9;DEPORTES;0;2;0;5;61;15;25;6.77777777777778;Weekly, constant;7;Physical campaign: flyers;Low;Low;Somewhat Low;High
0;2013-10-18;NA;M;NA;14;Viernes;0;1;VIDEOJUEGOS;0;0;0;0;0;-1;24;0;Not captured;1;Physical campaign: fair;Low;Low;Low;Somewhat High
1114;2013-10-18;Universidad Tecnol;M;1990-01-10;14;Viernes;800;6;MISC;0;1;0;1;11;-20;26;1.83333333333333;Lost;2;Recruited;Low;Low;High;High
105;2013-10-18;NA;M;NA;14;Viernes;0;3;VIDEOJUEGOS;0;0;0;0;0;-1;21;0;Not captured;1;Physical campaign: fair;Low;Somewhat Low;Low;Somewhat High
0;2013-10-18;NA;NA;NA;14;Viernes;0;0;NA;0;0;0;0;-1;-1;26;0;Not interested/Didn't get it;0;Through video display;Low;Somewhat Low;High;High
528;2013-10-18;Universidad Tecnol;M;1992-02-28;14;Viernes;0;1;VIDEOJUEGOS;0;0;0;0;0;-1;24;0;Not captured;1;Facebook campaign;Low;Somewhat Low;Somewhat Low;Regular
0;2013-10-18;NA;NA;NA;14;Viernes;0;5;CINE;0;0;0;0;0;-1;25;0;Not captured;1;Physical campaign: flyers;Somewhat Low;Low;Low;Low
0;2013-10-18;NA;F;NA;14;Viernes;0;0;NA;0;0;0;0;-1;-1;39;0;Not interested/Didn't get it;0;Through video display;High;Low;High;Low
41566;2013-10-18;Pontificia Universidad Cat;F;1990-11-22;15;Viernes;41500;18;MISC;0;3;0;86;144;134;25;8;Lost;2;Recruited;High;Low;Low;High
96;2013-10-18;NA;NA;NA;15;Viernes;0;2;VIDEOJUEGOS;0;0;0;0;0;-1;22;0;Not captured;1;Physical campaign: flyers;Low;Regular;Low;Low
108;2013-10-18;Universidad de La Serena;M;1994-08-23;15;Viernes;0;1;VIDEOJUEGOS;0;0;0;0;0;-1;21;0;Not captured;1;Facebook campaign;Low;Somewhat Low;Low;Somewhat Low
0;2013-10-18;NA;NA;NA;16;Viernes;0;0;NA;0;0;0;0;-1;-1;25;0;Not interested/Didn't get it;0;Through video display;Regular;Somewhat Low;Low;Somewhat Low
0;2013-10-18;NA;F;NA;16;Viernes;0;1;VIDEOJUEGOS;0;0;0;0;0;-1;24;0;Not captured;1;Through video display;Somewhat Low;Regular;Somewhat Low;Somewhat High
0;2013-10-18;NA;M;NA;16;Viernes;0;1;MISC;0;0;0;0;0;-1;24;0;Not captured;1;Physical campaign: flyers;Low;High;Somewhat Low;Somewhat High
0;2013-10-18;NA;F;NA;17;Viernes;0;1;MISC;0;0;0;0;0;-1;22;0;Not captured;1;Through video display;Low;Somewhat Low;Low;High
288;2013-10-18;NA;NA;NA;18;Viernes;0;4;VIDEOJUEGOS;0;0;0;0;0;-1;22;0;Not captured;1;Physical campaign: fair;Low;Somewhat High;Low;Low
0;2013-10-18;NA;M;NA;20;Viernes;0;1;NA;0;0;0;0;0;-1;21;0;Not captured;1;Recruited;Regular;Regular;Low;High
192;2013-10-19;NA;M;NA;21;Viernes;0;5;VIDEOJUEGOS;0;0;0;0;0;-1;42;0;Not captured;1;Through video display;Low;Somewhat Low;Low;Somewhat High
4173;2013-10-19;Universidad Aut;F;1992-01-24;23;Viernes;4050;8;MISC;0;1;0;27;18;4;24;2.25;Lost;2;Physical campaign: fair;High;Low;Regular;Low
912;2013-10-19;NA;M;1996-05-09;13;Sabado;0;5;VIDEOJUEGOS;0;0;0;0;3;-1;19;0.6;Lost;2;Recruited;High;Low;Somewhat Low;Somewhat High
480;2013-10-19;NA;M;NA;13;Sabado;0;3;VIDEOJUEGOS;0;0;0;0;0;-1;46;0;Not captured;1;Physical campaign: flyers;Somewhat Low;Somewhat Low;Regular;Somewhat Low
5196;2013-10-19;Universidad Nacional Andr;F;1990-10-20;17;Sabado;4400;28;IDEAS;0;3;0;11;237;214;25;8.46428571428571;Lost;2;Recruited;High;Low;Somewhat Low;Regular
0;2013-10-19;NA;NA;NA;19;Sabado;0;0;NA;0;0;0;0;-1;-1;25;0;Not interested/Didn't get it;0;Through video display;Somewhat Low;Somewhat Low;High;Somewhat High
48339;2013-10-19;Universidad de La Frontera;M;1990-09-19;20;Sabado;47900;168;VIAJES;5;10;0;87;234;232;29;1.39285714285714;Weekly, constant;7;Facebook campaign;Somewhat Low;Regular;Somewhat High;High
612;2013-10-20;Universidad T;M;1991-12-02;2;Domingo;0;5;VIDEOJUEGOS;0;0;0;0;0;-1;24;0;Not captured;1;Facebook campaign;Low;Somewhat Low;Low;Somewhat High
620;2013-10-20;NA;M;NA;10;Domingo;250;16;VIDEOJUEGOS;0;2;0;2;88;71;28;5.5;Weekly, constant;7;Physical campaign: flyers;High;Somewhat High;Regular;High
0;2013-10-20;NA;NA;NA;13;Domingo;0;0;NA;0;0;0;0;-1;-1;23;0;Not interested/Didn't get it;0;Through video display;Somewhat High;Regular;Low;Low
312;2013-10-20;NA;F;NA;13;Domingo;0;7;VIDEOJUEGOS;0;0;0;0;3;-1;24;0.428571428571429;Lost;2;Recruited;Low;Low;Somewhat Low;Regular
9518;2013-10-20;Universidad de Santiago de Chile;F;1989-02-13;13;Domingo;2250;28;VIDEOJUEGOS;0;3;0;7;148;124;26;5.28571428571429;Weekly, constant;7;Facebook campaign;Regular;Regular;Somewhat High;High
80;2013-10-20;NA;F;NA;14;Domingo;0;4;MISC;0;0;0;0;0;-1;20;0;Not captured;1;Facebook campaign;Low;Somewhat Low;Somewhat Low;Somewhat High
0;2013-10-20;NA;F;NA;15;Domingo;0;0;NA;0;0;0;0;-1;-1;24;0;Not interested/Didn't get it;0;Through video display;Somewhat High;Somewhat Low;Somewhat High;Somewhat Low
540;2013-10-20;Pontificia Universidad Cat;F;1992-09-17;16;Domingo;0;1;MISC;0;0;0;0;0;-1;23;0;Not captured;1;Physical campaign: fair;Low;Somewhat Low;Low;High
3876;2013-10-20;Pontificia Universidad Cat;F;1993-01-07;17;Domingo;1300;4;CINE;0;2;0;4;8;-11;23;2;Lost;2;Recruited;High;Low;Low;High
32;2013-10-20;NA;M;NA;17;Domingo;0;2;MISC;0;0;0;0;0;-1;25;0;Not captured;1;Through video display;Low;Regular;Somewhat Low;Low
320;2013-10-20;NA;NA;NA;17;Domingo;0;1;MISC;0;0;0;0;0;-1;23;0;Not captured;1;Physical campaign: flyers;Low;Somewhat Low;Low;Somewhat High
0;2013-10-20;NA;NA;NA;17;Domingo;0;0;NA;0;0;0;0;-1;-1;25;0;Not interested/Didn't get it;0;Through video display;Somewhat High;Somewhat Low;High;Somewhat Low
0;2013-10-20;NA;NA;NA;18;Domingo;0;3;MISC;0;0;0;0;0;-1;23;0;Not captured;1;Through video display;Somewhat High;Somewhat Low;High;Regular
0;2013-10-20;NA;NA;NA;18;Domingo;0;4;VIDEOJUEGOS;0;0;0;0;0;-1;21;0;Not captured;1;Through video display;Low;Somewhat High;Low;Regular
288;2013-10-20;NA;NA;NA;18;Domingo;0;2;VIDEOJUEGOS;0;0;0;0;0;-1;46;0;Not captured;1;Physical campaign: flyers;Low;Somewhat Low;Low;Low
0;2013-10-20;NA;F;NA;18;Domingo;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Through video display;High;Somewhat High;Regular;Somewhat High
0;2013-10-20;NA;NA;NA;18;Domingo;0;1;MISC;0;0;0;0;0;-1;15;0;Not captured;1;Physical campaign: flyers;Low;Somewhat Low;Low;Low
0;2013-10-20;NA;M;1995-09-08;19;Domingo;0;1;CINE;0;0;0;0;0;-1;20;0;Not captured;1;Recruited;Low;Somewhat Low;Low;Somewhat Low
0;2013-10-20;NA;NA;NA;19;Domingo;0;2;VIDEOJUEGOS;0;0;0;0;0;-1;25;0;Not captured;1;Normal sign in;Low;Low;Low;Low
3751;2013-10-20;Universidad del Pac;F;1990-12-10;19;Domingo;3550;10;VIDEOJUEGOS;0;3;0;10;23;21;25;2.3;Lost;2;Recruited;Regular;Low;Low;Low
0;2013-10-20;NA;F;NA;19;Domingo;0;0;NA;0;0;0;0;-1;-1;25;0;Not interested/Didn't get it;0;Through video display;Somewhat High;Somewhat Low;Regular;High
0;2013-10-20;NA;NA;NA;20;Domingo;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Through video display;High;Somewhat Low;High;High
0;2013-10-20;NA;NA;NA;20;Domingo;0;0;NA;0;0;0;0;-1;-1;29;0;Not interested/Didn't get it;0;Through video display;Somewhat Low;Regular;Somewhat High;Somewhat High
0;2013-10-20;NA;NA;NA;20;Domingo;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Through video display;Low;Somewhat Low;Low;Regular
610;2013-10-21;Pontificia Universidad Cat;NA;NA;22;Domingo;500;4;MISC;0;1;0;1;3;0;23;0.75;Lost;2;Recruited;Regular;Low;Somewhat Low;Low
23293;2013-10-21;Pontificia Universidad Cat;F;1991-02-26;22;Domingo;23000;21;CINE;0;9;0;59;174;174;25;8.28571428571429;Lost;2;Normal sign in;Low;Low;Somewhat High;Somewhat High
0;2013-10-21;NA;F;NA;22;Domingo;0;1;MISC;0;0;0;0;0;-1;23;0;Not captured;1;Through video display;Low;Regular;Low;High
300;2013-10-21;Pontificia Universidad Cat;NA;NA;22;Domingo;0;0;NA;0;0;0;0;-1;-1;23;0;Not interested/Didn't get it;0;Through video display;Regular;High;High;Somewhat High
1587;2013-10-21;Universidad del Desarrollo;F;1992-10-07;23;Domingo;0;13;MISC;0;0;0;0;2;-1;23;0.153846153846154;Lost;2;Recruited;Regular;Low;Low;Regular
0;2013-10-21;NA;NA;NA;0;Lunes;0;2;DEPORTES;0;0;0;0;0;-1;20;0;Not captured;1;Recruited;Low;Regular;Low;High
584;2013-10-21;NA;M;NA;2;Lunes;0;18;MISC;0;0;0;0;247;-1;25;13.7222222222222;Lost;2;Recruited;Regular;Low;Low;High
1282;2013-10-21;Universidad Internacional SEK;F;1987-09-29;12;Lunes;900;12;VIDEOJUEGOS;0;2;0;2;9;4;22;0.75;Daily, for a week;4;Facebook campaign;Low;Regular;Low;High
0;2013-10-21;NA;F;NA;13;Lunes;0;0;NA;0;0;0;0;-1;-1;23;0;Not interested/Didn't get it;0;Physical campaign: fair;High;Somewhat Low;Low;High
0;2013-10-21;NA;M;NA;16;Lunes;0;0;NA;0;0;0;0;-1;-1;21;0;Not interested/Didn't get it;0;Through video display;High;Low;Somewhat Low;Somewhat High
64;2013-10-21;Universidad de Santiago de Chile;F;1978-01-14;16;Lunes;0;4;MISC;0;0;0;0;0;-1;38;0;Not captured;1;Normal sign in;Low;Regular;Low;Somewhat High
0;2013-10-21;NA;NA;NA;17;Lunes;0;0;NA;0;0;0;0;-1;-1;23;0;Not interested/Didn't get it;0;Through video display;Somewhat Low;Somewhat Low;Somewhat Low;Somewhat Low
300;2013-10-21;Universidad Adolfo Ib;NA;NA;19;Lunes;0;1;CINE;0;0;0;0;0;-1;23;0;Not captured;1;Facebook campaign;Somewhat Low;Somewhat Low;Somewhat Low;Regular
0;2013-10-22;NA;NA;NA;21;Lunes;0;0;NA;0;0;0;0;-1;-1;23;0;Not interested/Didn't get it;0;Through video display;Low;Somewhat High;Low;High
0;2013-10-22;Universidad T;F;1990-03-05;21;Lunes;0;5;MISC;0;0;0;0;0;-1;26;0;Not captured;1;Through video display;Low;Regular;Low;High
0;2013-10-22;NA;F;NA;22;Lunes;0;0;NA;0;0;0;0;-1;-1;27;0;Not interested/Didn't get it;0;Through video display;High;Somewhat Low;High;High
0;2013-10-22;NA;NA;NA;22;Lunes;0;2;CINE;0;0;0;0;0;-1;33;0;Not captured;1;Recruited;Somewhat High;Regular;Low;Somewhat Low
288;2013-10-22;Pontificia Universidad Cat;F;1994-02-01;22;Lunes;0;2;MISC;0;0;0;0;304;-1;22;152;Lost;2;Recruited;Somewhat Low;Low;Somewhat Low;Somewhat Low
0;2013-10-22;NA;F;NA;23;Lunes;0;1;MISC;0;0;0;0;0;-1;36;0;Not captured;1;Through video display;Somewhat Low;Somewhat High;Low;Regular
0;2013-10-22;NA;NA;NA;23;Lunes;0;0;NA;0;0;0;0;-1;-1;21;0;Not interested/Didn't get it;0;Through video display;Somewhat Low;Regular;High;Regular
698;2013-10-22;NA;NA;NA;23;Lunes;0;6;CINE;0;0;0;0;0;-1;23;0;Not captured;1;Through video display;Low;Somewhat Low;Somewhat High;Somewhat High
80;2013-10-22;NA;NA;NA;0;Martes;0;3;MISC;0;0;0;0;0;-1;21;0;Not captured;1;Normal sign in;Somewhat High;Somewhat High;Somewhat Low;Low
0;2013-10-22;NA;NA;NA;1;Martes;0;0;NA;0;0;0;0;-1;-1;43;0;Not interested/Didn't get it;0;Through video display;Regular;Somewhat Low;Somewhat Low;Low
0;2013-10-22;NA;F;NA;10;Martes;0;1;MISC;0;0;0;0;0;-1;23;0;Not captured;1;Through video display;Low;High;Low;Somewhat Low
0;2013-10-22;NA;NA;NA;12;Martes;0;1;NA;0;0;0;0;0;-1;23;0;Not captured;1;Facebook campaign;Low;Somewhat Low;Low;Low
2905;2013-10-22;Universidad Nacional Andr;F;1989-06-16;13;Martes;2050;15;DEPORTES;0;3;0;7;42;35;24;2.8;Weekly, for a month;6;Physical campaign: flyers;Somewhat High;Regular;Low;High
