puntos_historicos;fecha_afiliacion;uni;genero;nacimiento;hora_afiliacion;dia_afiliacion;puntos_gastados;shares_totales;categoria_dominante;recruitments;concursos_participados;premios_canjeados;tickets_canjeados;difference_last_and_first_share;difference_last_raffle_first_share;edad;shares_frequency;quality;quality_id;sistema_registro;densidad_videos;calidad_videos;densidad_concursos;densidad_videos_semanas_registro
7618;2013-06-27;NA;M;1989-08-05;21;Miercoles;0;22;CINE;0;0;0;0;470;-1;26;21.3636363636364;Lost;2;Normal sign in;Somewhat Low;Somewhat Low;Somewhat Low;Somewhat Low
0;2013-06-27;NA;NA;NA;21;Miercoles;0;0;NA;0;0;0;0;-1;-1;25;0;Not interested/Didn't get it;0;Recruited;Low;Somewhat Low;Low;Somewhat Low
39229;2013-06-27;NA;F;NA;23;Miercoles;31000;65;VIAJES;0;2;3;2;530;424;43;8.15384615384615;Lost;2;Recruited;Somewhat High;Low;Somewhat High;Somewhat High
3386;2013-06-27;NA;M;1987-08-20;14;Jueves;0;7;MISC;0;0;0;0;99;-1;28;14.1428571428571;Lost;2;Recruited;Somewhat High;Low;High;Low
70;2013-06-27;NA;NA;NA;15;Jueves;0;3;MISC;0;0;0;0;0;-1;23;0;Not captured;1;Physical campaign: flyers;Low;Regular;Low;Somewhat Low
1232;2013-06-27;NA;F;NA;15;Jueves;250;7;MISC;0;1;0;1;315;22;22;45;Lost;2;Recruited;High;Low;Regular;Low
0;2013-06-27;NA;NA;NA;15;Jueves;0;0;NA;0;0;0;0;-1;-1;24;0;Not interested/Didn't get it;0;Through video display;Regular;Low;Somewhat Low;Low
0;2013-06-27;NA;NA;NA;15;Jueves;0;1;MISC;0;0;0;0;0;-1;22;0;Not captured;1;Through video display;Low;Regular;Low;High
64;2013-06-27;NA;NA;NA;15;Jueves;0;1;MISC;0;0;0;0;0;-1;23;0;Not captured;1;Physical campaign: fair;Somewhat Low;Somewhat High;Low;High
0;2013-06-27;NA;NA;NA;15;Jueves;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Through video display;Low;Somewhat Low;Low;Somewhat Low
256;2013-06-27;NA;NA;NA;15;Jueves;0;3;MISC;0;0;0;0;14;-1;22;4.66666666666667;Lost;2;Recruited;Low;Low;Somewhat Low;Somewhat High
12130;2013-06-27;NA;F;1986-06-28;15;Jueves;0;25;VIDEOJUEGOS;0;0;0;0;201;-1;29;8.04;Lost;2;Recruited;Somewhat High;Low;Low;Low
26110;2013-06-27;NA;NA;NA;16;Jueves;1200;20;MISC;0;3;0;9;489;378;22;24.45;Lost;2;Recruited;Low;Low;Low;Low
108;2013-06-27;NA;M;1988-01-26;16;Jueves;0;2;MISC;0;0;0;0;7;-1;28;3.5;Lost;2;Normal sign in;High;Low;Somewhat Low;Somewhat High
0;2013-06-27;NA;NA;NA;16;Jueves;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Through video display;Somewhat Low;Regular;High;Somewhat High
0;2013-06-27;NA;NA;NA;16;Jueves;0;3;DEPORTES;0;0;0;0;6;-1;23;2;Lost;2;Recruited;Somewhat Low;Low;Somewhat High;Somewhat Low
64;2013-06-27;NA;NA;NA;16;Jueves;0;1;MISC;0;0;0;0;0;-1;25;0;Not captured;1;Through video display;Low;Low;Low;Somewhat Low
0;2013-06-27;NA;NA;NA;16;Jueves;0;2;MISC;0;0;0;0;154;-1;29;77;Lost;2;Recruited;High;Low;High;Somewhat High
0;2013-06-27;NA;NA;NA;17;Jueves;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Through video display;Regular;Somewhat High;Regular;High
1600;2013-06-27;NA;NA;NA;17;Jueves;0;7;MISC;0;0;0;0;16;-1;22;2.28571428571429;Lost;2;Recruited;High;Low;High;Somewhat High
0;2013-06-27;NA;NA;NA;17;Jueves;0;1;MISC;0;0;0;0;0;-1;20;0;Not captured;1;Facebook campaign;Low;Somewhat Low;Low;Somewhat Low
0;2013-06-27;NA;NA;NA;18;Jueves;0;0;NA;0;0;0;0;-1;-1;21;0;Not interested/Didn't get it;0;Recruited;High;Low;Somewhat Low;Regular
15246;2013-06-27;Pontificia Universidad Cat;M;1989-04-08;19;Jueves;15200;18;DEPORTES;0;1;1;13;148;34;26;8.22222222222222;Lost;2;Recruited;High;Low;Somewhat High;High
64;2013-06-27;NA;NA;NA;19;Jueves;0;1;MISC;0;0;0;0;0;-1;31;0;Not captured;1;Physical campaign: fair;Somewhat High;Somewhat Low;Somewhat Low;Low
480;2013-06-27;NA;NA;NA;20;Jueves;0;2;MISC;0;0;0;0;6;-1;20;3;Lost;2;Recruited;Regular;Low;Low;High
128;2013-06-27;NA;NA;NA;20;Jueves;0;1;MISC;0;0;0;0;0;-1;23;0;Not captured;1;Recruited;Somewhat Low;Somewhat Low;Regular;Somewhat High
0;2013-06-27;NA;NA;NA;20;Jueves;0;0;NA;0;0;0;0;-1;-1;20;0;Not interested/Didn't get it;0;Through video display;High;Somewhat Low;Regular;Low
0;2013-06-28;NA;NA;NA;21;Jueves;0;1;MISC;0;0;0;0;0;-1;21;0;Not captured;1;Physical campaign: flyers;Low;Somewhat Low;High;Low
352;2013-06-28;NA;M;1990-06-08;21;Jueves;0;1;MISC;0;0;0;0;0;-1;25;0;Not captured;1;Facebook campaign;Low;Somewhat Low;Low;Low
384;2013-06-28;NA;NA;NA;21;Jueves;0;2;MISC;0;0;0;0;6;-1;25;3;Lost;2;Recruited;Regular;Low;Somewhat Low;High
0;2013-06-28;NA;NA;NA;21;Jueves;0;1;MISC;0;0;0;0;0;-1;27;0;Not captured;1;Physical campaign: flyers;Low;Low;Low;Low
320;2013-06-28;NA;NA;NA;21;Jueves;0;4;MISC;0;0;0;0;74;-1;46;18.5;Lost;2;Recruited;Low;Low;Regular;Somewhat Low
1694;2013-06-28;Universidad Mayor;F;1990-11-15;22;Jueves;1450;4;MISC;0;3;0;4;111;6;25;27.75;Lost;2;Recruited;Somewhat High;Low;Somewhat Low;Low
128;2013-06-28;NA;NA;NA;22;Jueves;0;1;MISC;0;0;0;0;0;-1;24;0;Not captured;1;Facebook campaign;Low;Low;Low;Low
384;2013-06-28;NA;NA;NA;23;Jueves;0;3;MISC;0;0;0;0;14;-1;23;4.66666666666667;Lost;2;Recruited;High;Low;Somewhat High;Regular
432;2013-06-28;NA;NA;NA;23;Jueves;0;2;MISC;0;0;0;0;108;-1;25;54;Lost;2;Normal sign in;Somewhat Low;Somewhat High;Somewhat Low;Somewhat High
0;2013-06-28;NA;NA;NA;23;Jueves;0;0;NA;0;0;0;0;-1;-1;24;0;Not interested/Didn't get it;0;Through video display;Somewhat Low;Somewhat Low;High;Somewhat High
0;2013-06-28;NA;NA;NA;23;Jueves;0;1;MISC;0;0;0;0;0;-1;41;0;Not captured;1;Physical campaign: fair;Low;Somewhat Low;Low;Regular
0;2013-06-28;NA;NA;NA;0;Viernes;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Physical campaign: flyers;Low;Somewhat High;Somewhat Low;Low
1104;2013-06-28;NA;NA;NA;0;Viernes;0;3;MISC;0;0;0;0;14;-1;23;4.66666666666667;Lost;2;Recruited;Low;Low;Low;Low
15667;2013-06-28;NA;M;1986-02-16;10;Viernes;12350;20;VIDEOJUEGOS;0;5;0;30;291;182;30;14.55;Lost;2;Through video display;Regular;Low;Somewhat Low;Somewhat High
0;2013-06-28;NA;NA;NA;11;Viernes;0;0;NA;0;0;0;0;-1;-1;24;0;Not interested/Didn't get it;0;Through video display;Regular;Somewhat Low;Somewhat Low;High
48;2013-06-28;NA;NA;NA;11;Viernes;0;4;MISC;0;0;0;0;20;-1;25;5;Lost;2;Physical campaign: fair;Regular;Low;Low;Low
0;2013-06-28;NA;NA;NA;13;Viernes;0;1;MISC;0;0;0;0;0;-1;23;0;Not captured;1;Normal sign in;Low;Regular;Low;Low
0;2013-06-28;NA;NA;NA;13;Viernes;0;0;NA;0;0;0;0;-1;-1;23;0;Not interested/Didn't get it;0;Through video display;High;Regular;Regular;Low
0;2013-06-28;NA;NA;NA;13;Viernes;0;0;NA;0;0;0;0;-1;-1;25;0;Not interested/Didn't get it;0;Through video display;Low;Somewhat High;Somewhat High;Low
0;2013-06-28;NA;NA;NA;13;Viernes;0;0;NA;0;0;0;0;-1;-1;23;0;Not interested/Didn't get it;0;Normal sign in;Low;Regular;Somewhat Low;High
64;2013-06-28;NA;NA;NA;15;Viernes;0;1;MISC;0;0;0;0;0;-1;24;0;Not captured;1;Through video display;Low;Low;Low;Low
0;2013-06-28;NA;NA;NA;15;Viernes;0;1;MISC;0;0;0;0;0;-1;45;0;Not captured;1;Physical campaign: flyers;Somewhat Low;Low;Low;Somewhat Low
0;2013-06-28;Universidad Adolfo Ib;M;1976-01-02;15;Viernes;0;2;MISC;0;0;0;0;104;-1;40;52;Lost;2;Recruited;Somewhat High;Low;Low;Somewhat Low
0;2013-06-28;NA;NA;NA;16;Viernes;0;0;NA;0;0;0;0;-1;-1;24;0;Not interested/Didn't get it;0;Through video display;High;Somewhat High;Low;Somewhat Low
256;2013-06-28;NA;NA;NA;18;Viernes;0;1;MISC;0;0;0;0;0;-1;25;0;Not captured;1;Normal sign in;Low;Low;Low;Low
0;2013-06-28;NA;NA;NA;19;Viernes;0;0;NA;0;0;0;0;-1;-1;23;0;Not interested/Didn't get it;0;Normal sign in;Somewhat High;Somewhat Low;Low;Somewhat Low
64;2013-06-29;NA;NA;NA;22;Viernes;0;2;MISC;0;0;0;0;6;-1;23;3;Lost;2;Recruited;Somewhat Low;Low;High;Somewhat Low
0;2013-06-29;NA;NA;NA;14;Sabado;0;2;MISC;0;0;0;0;5;-1;20;2.5;Lost;2;Recruited;Somewhat High;Low;Regular;Low
5064;2013-06-30;NA;F;1992-01-31;19;Domingo;550;31;VIDEOJUEGOS;0;2;0;2;4;0;24;0.129032258064516;Lost;2;Physical campaign: fair;High;Low;Somewhat Low;Somewhat Low
3300;2013-07-01;NA;M;1986-04-12;22;Domingo;3200;16;MISC;0;1;0;8;165;-2;29;10.3125;Lost;2;Recruited;Low;Low;Low;Regular
15564;2013-07-01;Universidad de Valpara;F;1992-11-24;4;Lunes;15250;58;VIAJES;0;3;1;11;169;56;25;2.91379310344828;Weekly, constant;7;Facebook campaign;Regular;Regular;High;Somewhat High
64;2013-07-01;NA;NA;NA;13;Lunes;0;3;MISC;0;0;0;0;113;-1;25;37.6666666666667;Lost;2;Through video display;Somewhat High;Low;High;Low
0;2013-07-01;NA;NA;NA;19;Lunes;0;1;NA;0;0;0;0;0;-1;21;0;Not captured;1;Through video display;Low;Somewhat Low;Low;High
14355;2013-07-01;NA;F;1991-02-25;20;Lunes;13950;44;MISC;0;5;0;34;226;123;28;5.13636363636364;Weekly, constant;7;Facebook campaign;High;Regular;Somewhat Low;High
512;2013-07-02;NA;NA;NA;10;Martes;0;1;MISC;0;0;0;0;0;-1;20;0;Not captured;1;Normal sign in;Low;Somewhat High;Low;High
128;2013-07-02;NA;NA;NA;11;Martes;0;1;MISC;0;0;0;0;0;-1;20;0;Not captured;1;Normal sign in;Low;Low;Low;Low
64;2013-07-02;NA;NA;NA;13;Martes;0;2;MISC;0;0;0;0;2;-1;24;1;Lost;2;Physical campaign: fair;High;Low;Somewhat Low;Somewhat High
0;2013-07-02;NA;NA;NA;13;Martes;0;1;MISC;0;0;0;0;0;-1;44;0;Not captured;1;Normal sign in;Low;Somewhat Low;Low;Regular
18658;2013-07-03;Universidad Tecnol;F;1990-04-12;17;Miercoles;9150;50;CINE;0;10;0;27;357;256;25;7.14;Lost;2;Physical campaign: fair;High;Somewhat High;Somewhat High;Somewhat Low
0;2013-07-04;NA;NA;NA;21;Miercoles;0;1;MISC;0;0;0;0;0;-1;23;0;Not captured;1;Facebook campaign;Low;Low;Low;High
128;2013-07-04;NA;NA;NA;3;Jueves;0;1;MISC;0;0;0;0;0;-1;22;0;Not captured;1;Physical campaign: flyers;Low;Somewhat High;Low;High
1152;2013-07-04;Universidad Adolfo Ib;M;1986-02-18;12;Jueves;1100;2;MISC;0;2;0;2;103;0;30;51.5;Lost;2;Recruited;High;Low;High;Low
0;2013-07-04;NA;NA;NA;12;Jueves;0;0;NA;0;0;0;0;-1;-1;24;0;Not interested/Didn't get it;0;Through video display;Somewhat Low;Low;Somewhat High;High
0;2013-07-04;NA;F;1989-02-26;13;Jueves;0;1;MISC;0;0;0;0;0;-1;27;0;Not captured;1;Through video display;Low;Low;Low;Somewhat Low
672;2013-07-04;NA;M;NA;14;Jueves;500;14;MISC;0;1;0;2;299;0;21;21.3571428571429;Lost;2;Recruited;Regular;Low;High;Regular
288;2013-07-04;NA;NA;NA;15;Jueves;0;2;MISC;0;0;0;0;0;-1;27;0;Not captured;1;Physical campaign: flyers;Low;Somewhat Low;Low;Low
96;2013-07-04;NA;NA;NA;15;Jueves;0;2;MISC;0;0;0;0;0;-1;20;0;Not captured;1;Through video display;Somewhat High;Regular;Low;Somewhat High
1372;2013-07-04;Universidad Diego Portales;M;1985-01-02;16;Jueves;950;8;VIAJES;0;2;0;3;116;12;31;14.5;Lost;2;Recruited;Low;Low;Low;High
0;2013-07-04;NA;NA;NA;16;Jueves;0;1;MISC;0;0;0;0;0;-1;22;0;Not captured;1;Normal sign in;Low;Regular;Low;Somewhat Low
428;2013-07-04;Universidad Finis Terrae;NA;NA;16;Jueves;0;5;MISC;0;0;0;0;125;-1;22;25;Lost;2;Recruited;Low;Low;Low;Somewhat High
0;2013-07-04;NA;NA;NA;16;Jueves;0;1;MISC;0;0;0;0;0;-1;20;0;Not captured;1;Facebook campaign;Low;Regular;Somewhat Low;Low
405;2013-07-04;Universidad Finis Terrae;M;NA;16;Jueves;0;14;MISC;0;0;0;0;190;-1;23;13.5714285714286;Lost;2;Recruited;High;Low;Somewhat Low;Somewhat Low
576;2013-07-04;NA;NA;NA;16;Jueves;0;1;MISC;0;0;0;0;0;-1;22;0;Not captured;1;Facebook campaign;Low;Low;Low;Somewhat Low
5208;2013-07-04;NA;M;NA;16;Jueves;0;6;MISC;0;0;0;0;328;-1;23;54.6666666666667;Lost;2;Recruited;Regular;Low;Regular;Somewhat Low
96;2013-07-04;NA;NA;NA;16;Jueves;0;1;MISC;0;0;0;0;0;-1;25;0;Not captured;1;Facebook campaign;Regular;Somewhat Low;Low;Low
0;2013-07-04;NA;NA;NA;17;Jueves;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Through video display;Regular;Low;Low;Somewhat High
288;2013-07-04;NA;NA;NA;17;Jueves;0;1;MISC;0;0;0;0;0;-1;22;0;Not captured;1;Physical campaign: flyers;Low;Somewhat Low;High;Low
544;2013-07-04;NA;M;NA;19;Jueves;0;2;MISC;0;0;0;0;0;-1;26;0;Not captured;1;Physical campaign: fair;Low;Somewhat High;Somewhat Low;Regular
4368;2013-07-04;Universidad Nacional Andr;F;1991-10-04;19;Jueves;1600;9;DEPORTES;0;3;0;3;159;-20;24;17.6666666666667;Lost;2;Facebook campaign;Regular;Low;Regular;High
736;2013-07-05;NA;F;NA;21;Jueves;0;10;DEPORTES;0;0;0;0;102;-1;22;10.2;Lost;2;Recruited;Regular;Low;Low;Somewhat High
96;2013-07-05;NA;NA;NA;21;Jueves;0;1;MISC;0;0;0;0;0;-1;22;0;Not captured;1;Through video display;Low;Somewhat Low;Low;Low
1184;2013-07-05;NA;NA;NA;22;Jueves;0;2;MISC;0;0;0;0;0;-1;25;0;Not captured;1;Physical campaign: fair;Low;Somewhat Low;Low;Somewhat Low
672;2013-07-05;NA;F;NA;22;Jueves;0;2;MISC;0;0;0;0;120;-1;25;60;Lost;2;Facebook campaign;Low;Low;Somewhat Low;High
352;2013-07-05;NA;NA;NA;22;Jueves;0;2;MISC;0;0;0;0;3;-1;42;1.5;Lost;2;Recruited;Low;Low;Somewhat High;Low
0;2013-07-05;NA;NA;NA;23;Jueves;0;0;NA;0;0;0;0;-1;-1;21;0;Not interested/Didn't get it;0;Through video display;Regular;Somewhat Low;Regular;Somewhat Low
0;2013-07-05;NA;NA;NA;16;Viernes;0;1;MISC;0;0;0;0;0;-1;21;0;Not captured;1;Normal sign in;Somewhat Low;Somewhat High;Low;High
0;2013-07-05;NA;NA;NA;16;Viernes;0;2;MISC;0;0;0;0;0;-1;41;0;Not captured;1;Physical campaign: flyers;Low;Somewhat High;Low;Somewhat Low
0;2013-07-05;NA;NA;NA;17;Viernes;0;1;MISC;0;0;0;0;0;-1;23;0;Not captured;1;Through video display;Low;Somewhat Low;Somewhat Low;Somewhat High
0;2013-07-05;NA;NA;NA;17;Viernes;0;2;MISC;0;0;0;0;0;-1;23;0;Not captured;1;Normal sign in;Low;High;Low;Somewhat High
0;2013-07-05;NA;NA;NA;18;Viernes;0;0;NA;0;0;0;0;-1;-1;21;0;Not interested/Didn't get it;0;Through video display;Low;Regular;Somewhat Low;Somewhat High
96;2013-07-05;NA;NA;NA;18;Viernes;0;2;MISC;0;0;0;0;0;-1;24;0;Not captured;1;Normal sign in;Low;Somewhat Low;Somewhat Low;Somewhat Low
3078;2013-07-05;NA;M;1994-12-20;18;Viernes;0;8;MISC;0;0;0;0;59;-1;21;7.375;Lost;2;Recruited;Somewhat High;Low;Regular;Somewhat Low
288;2013-07-05;NA;NA;NA;19;Viernes;0;4;MISC;0;0;0;0;4;-1;25;1;Lost;2;Recruited;Somewhat High;Low;Regular;High
0;2013-07-05;NA;NA;NA;20;Viernes;0;1;MISC;0;0;0;0;0;-1;23;0;Not captured;1;Through video display;Somewhat Low;Somewhat Low;Low;High
192;2013-07-05;NA;NA;NA;20;Viernes;0;1;MISC;0;0;0;0;0;-1;22;0;Not captured;1;Normal sign in;Low;Regular;Low;Somewhat Low
320;2013-07-05;NA;NA;NA;20;Viernes;0;1;MISC;0;0;0;0;0;-1;27;0;Not captured;1;Facebook campaign;Somewhat High;High;Somewhat Low;Low
0;2013-07-05;NA;NA;NA;20;Viernes;0;3;MISC;0;0;0;0;1;-1;25;0.333333333333333;Lost;2;Recruited;High;Low;Somewhat Low;Somewhat High
4014;2013-07-05;NA;M;1995-03-10;20;Viernes;0;8;MISC;0;0;0;0;130;-1;21;16.25;Lost;2;Through video display;High;Low;Somewhat Low;High
702;2013-07-05;NA;F;1995-06-26;20;Viernes;0;4;MISC;0;0;0;0;29;-1;20;7.25;Lost;2;Physical campaign: fair;Low;Low;Somewhat Low;Somewhat Low
0;2013-07-06;NA;NA;NA;21;Viernes;0;2;MISC;0;0;0;0;0;-1;24;0;Not captured;1;Normal sign in;Low;Low;Low;Somewhat Low
192;2013-07-06;NA;NA;NA;21;Viernes;0;1;MISC;0;0;0;0;0;-1;25;0;Not captured;1;Through video display;Low;Regular;Somewhat Low;Somewhat High
0;2013-07-06;NA;NA;NA;21;Viernes;0;1;MISC;0;0;0;0;0;-1;39;0;Not captured;1;Physical campaign: flyers;Regular;Somewhat Low;Low;Low
0;2013-07-06;NA;NA;NA;21;Viernes;0;0;NA;0;0;0;0;-1;-1;23;0;Not interested/Didn't get it;0;Through video display;High;High;High;High
0;2013-07-06;NA;NA;NA;21;Viernes;0;1;MISC;0;0;0;0;0;-1;23;0;Not captured;1;Normal sign in;Low;Somewhat Low;Low;Low
0;2013-07-06;NA;NA;NA;21;Viernes;0;0;NA;0;0;0;0;-1;-1;23;0;Not interested/Didn't get it;0;Through video display;Somewhat High;High;Somewhat Low;Regular
0;2013-07-06;NA;NA;NA;21;Viernes;0;1;MISC;0;0;0;0;0;-1;22;0;Not captured;1;Physical campaign: fair;Low;Low;Somewhat Low;Low
288;2013-07-06;NA;NA;NA;22;Viernes;0;1;MISC;0;0;0;0;0;-1;22;0;Not captured;1;Recruited;Low;Low;Low;Low
0;2013-07-06;NA;NA;NA;0;Sabado;0;0;NA;0;0;0;0;-1;-1;20;0;Not interested/Didn't get it;0;Through video display;Somewhat High;Somewhat Low;Somewhat Low;High
0;2013-07-06;NA;NA;NA;0;Sabado;0;2;DEPORTES;0;0;0;0;0;-1;22;0;Not captured;1;Through video display;Somewhat Low;Regular;Low;Somewhat High
96;2013-07-06;NA;NA;NA;1;Sabado;0;1;MISC;0;0;0;0;0;-1;24;0;Not captured;1;Through video display;Low;Low;Low;Low
128;2013-07-06;NA;NA;NA;1;Sabado;0;2;MISC;0;0;0;0;0;-1;21;0;Not captured;1;Through video display;Low;Regular;Low;Low
0;2013-07-06;NA;NA;NA;1;Sabado;0;1;MISC;0;0;0;0;0;-1;34;0;Not captured;1;Physical campaign: fair;Somewhat Low;Somewhat Low;Regular;Somewhat High
0;2013-07-06;NA;NA;NA;2;Sabado;0;2;MISC;0;0;0;0;0;-1;22;0;Not captured;1;Facebook campaign;Low;Somewhat Low;Low;High
672;2013-07-06;NA;NA;NA;4;Sabado;0;6;DEPORTES;0;0;0;0;103;-1;21;17.1666666666667;Lost;2;Physical campaign: flyers;Regular;Low;Somewhat High;Somewhat High
625;2013-07-06;Pontificia Universidad Cat;M;1993-01-02;14;Sabado;400;6;VIDEOJUEGOS;0;1;0;1;182;17;23;30.3333333333333;Lost;2;Recruited;High;Low;Somewhat High;Somewhat Low
0;2013-07-06;NA;M;NA;19;Sabado;0;1;DEPORTES;0;0;0;0;0;-1;25;0;Not captured;1;Through video display;Low;Somewhat Low;Low;Low
256;2013-07-07;NA;NA;NA;21;Sabado;0;4;DEPORTES;0;0;0;0;5;-1;16;1.25;Lost;2;Recruited;Low;Low;High;Somewhat Low
224;2013-07-07;NA;NA;NA;19;Domingo;0;2;DEPORTES;0;0;0;0;0;-1;22;0;Not captured;1;Physical campaign: flyers;Somewhat Low;Somewhat Low;Low;Regular
0;2013-07-08;NA;NA;NA;2;Lunes;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Through video display;Somewhat High;Regular;Regular;Somewhat High
0;2013-07-08;NA;NA;NA;12;Lunes;0;1;MISC;0;0;0;0;0;-1;24;0;Not captured;1;Facebook campaign;Low;Somewhat Low;Low;Somewhat High
96;2013-07-08;NA;NA;NA;16;Lunes;0;1;MISC;0;0;0;0;0;-1;22;0;Not captured;1;Physical campaign: flyers;Low;Somewhat Low;Low;High
176;2013-07-08;NA;NA;NA;17;Lunes;0;3;MISC;0;0;0;0;1;-1;22;0.333333333333333;Lost;2;Recruited;Low;Low;Somewhat Low;Low
3952;2013-07-09;NA;NA;NA;23;Lunes;0;3;CINE;0;0;0;0;5;-1;20;1.66666666666667;Lost;2;Normal sign in;Low;Low;Low;Somewhat Low
304;2013-07-09;NA;NA;NA;10;Martes;0;1;CINE;0;0;0;0;0;-1;26;0;Not captured;1;Through video display;Somewhat Low;Somewhat Low;Regular;Somewhat High
512;2013-07-11;NA;NA;NA;20;Jueves;0;1;VIDEOJUEGOS;0;0;0;0;0;-1;45;0;Not captured;1;Through video display;Low;Regular;Low;Low
128;2013-07-11;NA;NA;NA;20;Jueves;0;1;VIDEOJUEGOS;0;0;0;0;0;-1;37;0;Not captured;1;Through video display;Somewhat Low;Somewhat Low;Low;High
0;2013-07-11;NA;NA;NA;20;Jueves;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Through video display;Somewhat High;Regular;Low;High
384;2013-07-12;NA;NA;NA;21;Jueves;0;3;VIDEOJUEGOS;0;0;0;0;0;-1;22;0;Not captured;1;Through video display;Low;Somewhat Low;Low;Somewhat High
0;2013-07-12;NA;F;1992-06-30;21;Jueves;0;2;VIDEOJUEGOS;0;0;0;0;0;-1;23;0;Not captured;1;Facebook campaign;Low;Regular;Low;Somewhat Low
256;2013-07-12;NA;NA;NA;21;Jueves;0;1;VIDEOJUEGOS;0;0;0;0;0;-1;23;0;Not captured;1;Through video display;Low;Low;Low;Regular
6176;2013-07-12;NA;NA;NA;21;Jueves;0;5;VIDEOJUEGOS;0;0;0;0;0;-1;28;0;Not captured;1;Recruited;Somewhat High;Somewhat Low;Low;High
7232;2013-07-12;NA;NA;NA;22;Jueves;0;3;VIDEOJUEGOS;0;0;0;0;159;-1;22;53;Lost;2;Physical campaign: fair;Regular;Low;Somewhat High;Somewhat Low
0;2013-07-12;NA;NA;NA;22;Jueves;0;3;MISC;0;0;0;0;34;-1;41;11.3333333333333;Lost;2;Recruited;Somewhat High;Low;Somewhat High;Somewhat High
128;2013-07-12;NA;NA;NA;22;Jueves;0;2;VIDEOJUEGOS;0;0;0;0;0;-1;22;0;Not captured;1;Physical campaign: flyers;Low;Somewhat High;Low;Somewhat Low
0;2013-07-12;NA;NA;NA;22;Jueves;0;1;VIDEOJUEGOS;0;0;0;0;0;-1;45;0;Not captured;1;Through video display;Low;Low;Somewhat Low;Regular
0;2013-07-12;NA;NA;NA;22;Jueves;0;2;CINE;0;0;0;0;0;-1;23;0;Not captured;1;Through video display;Low;Low;Somewhat Low;Somewhat High
128;2013-07-12;NA;NA;NA;22;Jueves;0;1;VIDEOJUEGOS;0;0;0;0;0;-1;22;0;Not captured;1;Normal sign in;Low;Somewhat Low;Low;Low
256;2013-07-12;NA;NA;NA;22;Jueves;0;1;VIDEOJUEGOS;0;0;0;0;0;-1;23;0;Not captured;1;Through video display;Low;Somewhat Low;Low;High
0;2013-07-12;NA;NA;NA;22;Jueves;0;1;VIDEOJUEGOS;0;0;0;0;0;-1;23;0;Not captured;1;Recruited;Low;High;Somewhat High;Low
256;2013-07-12;NA;NA;NA;22;Jueves;0;1;VIDEOJUEGOS;0;0;0;0;0;-1;22;0;Not captured;1;Physical campaign: fair;Low;Regular;Low;High
128;2013-07-12;NA;NA;NA;22;Jueves;0;1;VIDEOJUEGOS;0;0;0;0;0;-1;24;0;Not captured;1;Normal sign in;Low;Low;Low;Somewhat High
128;2013-07-12;NA;NA;NA;22;Jueves;0;1;VIDEOJUEGOS;0;0;0;0;0;-1;18;0;Not captured;1;Recruited;Somewhat Low;Somewhat Low;Low;Somewhat Low
480;2013-07-12;NA;NA;NA;22;Jueves;0;5;CINE;0;0;0;0;101;-1;37;20.2;Lost;2;Recruited;High;Low;High;High
384;2013-07-12;NA;NA;NA;22;Jueves;0;1;VIDEOJUEGOS;0;0;0;0;0;-1;22;0;Not captured;1;Normal sign in;Somewhat Low;Somewhat Low;Somewhat Low;High
256;2013-07-12;NA;NA;NA;22;Jueves;0;1;VIDEOJUEGOS;0;0;0;0;0;-1;25;0;Not captured;1;Normal sign in;Low;Low;Low;Somewhat High
0;2013-07-12;NA;NA;NA;22;Jueves;0;1;VIDEOJUEGOS;0;0;0;0;0;-1;22;0;Not captured;1;Through video display;Low;Somewhat Low;Low;Regular
0;2013-07-12;NA;NA;NA;22;Jueves;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Through video display;Somewhat High;Regular;Somewhat Low;Somewhat High
0;2013-07-12;NA;NA;NA;22;Jueves;0;1;VIDEOJUEGOS;0;0;0;0;0;-1;16;0;Not captured;1;Normal sign in;Low;Somewhat Low;Low;Somewhat Low
0;2013-07-12;NA;NA;NA;22;Jueves;0;1;VIDEOJUEGOS;0;0;0;0;0;-1;23;0;Not captured;1;Physical campaign: flyers;Low;Somewhat Low;Low;High
144;2013-07-12;NA;M;1991-11-25;22;Jueves;0;1;VIDEOJUEGOS;0;0;0;0;0;-1;24;0;Not captured;1;Normal sign in;Low;Somewhat Low;Low;Somewhat High
0;2013-07-12;NA;M;NA;22;Jueves;0;2;VIDEOJUEGOS;0;0;0;0;94;-1;25;47;Lost;2;Recruited;Low;Low;Somewhat Low;High
0;2013-07-12;NA;NA;NA;22;Jueves;0;1;VIDEOJUEGOS;0;0;0;0;0;-1;25;0;Not captured;1;Through video display;Low;Low;Somewhat Low;Low
